"","203150102162155121150","229157102208155121204","229157102206155121207","231157102206155121195","231157102210155121207","231157104208155121195","221157102206169121150","231157102208155121189","229157102208155121195","229157102208159121222","231157102210157121204","229157102212155121204","231157104208155121204","229157102206155121204"
"163312239220270184187479",5,0,0,0,0,0,0,0,0,0,0,0,0,0
"157312239228270184187191",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"181297239226319238185182",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"157312239232270184187209",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"163297239230313184185227",0,0,0,0,1,0,0,0,0,0,1,0,0,0
"163312239230270184187470",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"163312239228270238189209",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"163312239246270184187470",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"163297239249301238187236",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"163312239226270233187182",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"167312239249270184187461",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"173312239226270184187200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
