"","219157102206155121189","219157102208155121198","219157102206146121198","219165102199159127198","227168104197157121150","227167104197155121150","229165104197159121157","227167104197157121150","219157102208155121201","231165104199155121140","229167104197155121150","221167104199155121150","204157102206155121198","229168104201157121150","219157102208159121198","219157102206157121198","227165102191171121150","223157102206155121198","227168104197155121150","231167102199155121147"
"185312239224270238187452",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239224274233187641",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239218274242189632",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239224270238187416",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239218274184187596",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239228274233187587",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183312239220274238187704",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274238187416",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"185312239220274238189605",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"187312239226274184187614",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"187312239240274238187632",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"185312239238274238189605",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274242187632",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"185312239218274238189452",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"185312239216270238187425",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"187312239218270238189380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"187312239224274238189434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"185312239234274184187200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"185312239218274184189506",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274184187614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"185312239220274238187497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"185312239218274238189488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
