"","219157104204157121147","221157102202157121140","219165102204159127150","219157102202165121150","223157102204159121150","221157102202159121150","219157102202167121150","219157104202165121150","229157102193373121204","221157102202157121147","219157102208157121150","219157102202155121150","221157102202148121150"
"177295239241299238187182",16,0,0,0,0,0,0,0,0,0,0,0,0
"163297239286326238187182",0,9,0,0,0,0,0,0,0,0,0,0,0
"199297239278313238187218",0,0,1,0,0,0,0,0,0,0,0,0,0
"179297239221283238187209",0,0,0,1,0,0,0,0,0,0,0,0,0
"165297239288313238185182",0,0,0,0,1,0,0,0,0,0,0,0,0
"177297239241307238187209",0,0,0,0,0,1,0,0,0,0,0,0,0
"179297239294307238185218",0,0,0,0,0,0,1,0,0,0,0,0,0
"179297239272313238185182",0,0,0,0,0,0,0,1,0,0,0,0,0
"165295239218319238187209",0,0,0,0,0,0,0,0,1,0,0,0,0
"185297239194324238185209",0,0,0,0,0,0,0,0,0,1,0,0,0
"183297239216322238187182",0,0,0,0,0,0,0,0,0,0,1,0,0
"179295239247307238185209",0,0,0,0,0,0,0,0,0,0,0,1,0
"177295239198283238185182",0,0,0,0,0,0,0,0,0,0,0,0,1
"181295239218307238185182",0,0,0,0,1,0,0,0,0,0,0,0,0
