"","223165102202155121150","219165102204155121136","215165102197155121150","219165102202155121147","219165102202146121157","223157102202155127150","219165101204155118136","221157102206157121198","229165102199157121150","219158102204155121150","219157102202155127150","227165102201157121150","229165102197155121150","233167102197159121150","227165102199146121150","223165102202155118150","219157102202159127150","223165102202155127154","227155102197146121150","225165104202155121150","227165102197141121150"
"185312239226274238187452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312241226274184187443",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191312239224274238189542",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239218274238187461",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183312239226270184187182",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173312239232270184187182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239230270184189218",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"163312239226274184187443",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274238187434",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"185312241228278209189200",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"185312241220274184187632",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"191312239224274238189587",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"187312239250270184187479",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"185312241226270184189632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"185312239218270238191425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"163312241218274184187209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"185312241218274184187632",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"142312239220274238187452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"185312241226270184189650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"183312239228270184187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"185312239242270184189506",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"173312239218274184187641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
