"","23715899241157118185","24015899243169118176","24615899241163118173","24815899243167121176","24815899229167121160","204167320187146140179","25015899248169118163","24615899245167121173","24615899247169118163","25215899248169118163","24415899245165118173","22115899241167118163","24815899247167121160","23715899227167118176","23116197182148127163","23315899243165118176","24616297178150137157","25015899243167121173","229170318187150140185","24815897189148137147"
"157312239238270238189182",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171312239236272204187182",0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"161312239240270238187362",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177312239258270238187182",0,0,0,7,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"203312239232272238189362",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173312239216270238187200",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"161312239238274238187362",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"161312239240272238189182",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"161312239248270238189200",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"171312239242270238189389",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"173312239240270204189182",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"171312239238272238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"173312239238272204187407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"171312239216274238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"175312239258270238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"171312239186272238189200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"175312239258270238189182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
