"","229167101218141137147","211165101218138137157","223165101174141124154","244161101227138137147","244168101218138140154","242167101222138137143","244167101223138137136","237168101229138137147","244167101222141137147","237157101214138137147","246162101223141133160","211165101225138137147","250158101208138137147","246167101223138137147","227165101214148140160","248165101218141137163","225165101214138137154","235165101223138137154","225161101222138127147","244167101225138137147","219165101214138137157"
"177295239230285238187191",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181295239214285238187191",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187297239284283238187182",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183297239228307238187182",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183297239218283238187191",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181295239187287238187182",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181297239284309194187182",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179297239194319238187191",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"179297239198283184187182",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"177295239198309194187182",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"181295239198283238187191",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"177295239286315238187182",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"175297239185287238187443",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"177297239236307238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"177297239198307194187191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"181295239187315238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"185297239218287238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"177297239266315238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"175297239185287238187452",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"179297239220287238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"181297239198283238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"183297239187307194187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"181295239236315194187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
