"","231157102202159121198","221157102208150121150","221157102197157121198","219157102197157121198","240167102202157121150","223157102197157121201","219158102202155121143","225157104199157121195","229167102199152121150","221157102202169121160","219157102204178121198","219157102197155121198","221157104201159121157","240165102202161121150","221161102208157121150","219157102197159121198","223157102206155121140"
"163312239224270184187182",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157312239226276184187218",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179295239200330238185209",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165312239226270184191209",0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,42,0
"163312239236262238187209",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"165312239250270184187299",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"179297239220319238185182",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"165312239250270184187182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"173312239250276184187488",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"175312239238270243187443",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"163312239226270238187407",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"165312239268270238187200",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"163312239264270184189209",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"173312239232270184187209",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"163312239234270238191425",0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
"165312239230270184187389",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"167312239230270233187209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"183297239243307194187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
