"","23516197197146127150","223158102218138133163","221161102214146137147","221161101212141133163","221161101212141133160","221158102218138133163","203161101199141133160","225158102218138133163","223158102218138133154","223158101220138133170","221161101212141140163","22715594202141133140","22915594202141133140","223158102218141133163"
"181297239294299238187182",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"177301239286311238185182",0,16,0,0,0,1,0,1,1,2,0,0,0,1
"181297239240299238185173",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"191297239285291238187209",0,0,0,9,0,0,0,0,0,0,1,0,0,0
"191297239312291238187209",0,0,0,2,1,0,0,0,0,0,0,0,0,0
"197297239172293238185380",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"191297239289291238187209",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"191297239287291238187209",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"181297239288299238187182",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"191297239288291238187209",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"197299239232326238185209",0,0,0,0,0,0,0,0,0,0,0,4,1,0
