"","225157104204171121191","225157104204161121195","221157102197159121189","221157102202159121198","223158102202157121150","221157102199161121150","221157102197141121189","223157102197155121201","221157102197155121182","221157102202161121154","219158102202157121201","211157102201157121198","219158102201157121201","223157102197159121195","227157104197155121198","227157102197155121198","225157104204161121191","217157102202163121157","221157102197155121195"
"185312239234276184187209",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239232276184187209",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"163312239248274233191182",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"159312239226270184187182",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144312239230270184187434",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165312239222276184187209",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"163312239226276238187200",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"163312239226262238187200",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"185312239234270233187209",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"185312239298270184187479",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"157312239232270184187200",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"185312239292270184187479",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"163312239250274233191182",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"165312239290276243187443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"165312239292276243187443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"181312239226262238187200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"163312239226276238187209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
