"","219157102206155121189","219157102208155121198","227167104199155121157","219157102206155121198","215167104197155121150","227167104197155121150","221165102202159121150","219157101206155121198","221157102206157121198","227167106197155121150","227167104197155121163","235167102197157121150","219157102206152121198","221158102204155121136","221157102206155121198","219157102206157121198","219157102206157118198"
"185312239222274238187587",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274184189425",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239218276238187434",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157312239228276238187614",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239218274238187533",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"185312239228274238189623",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"185312239218274233189614",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183312239218270238189434",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"185312239218274238189479",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"189312239230274184187434",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239230270184189218",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"185312239218274238187434",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239232274238189578",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312241218270184189560",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239226274238187596",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239236274238189578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189312239230278238189632",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"185312239218274238187506",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274238189452",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"185312239222270184187416",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"185312239218274238189596",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274184189596",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"187312239224270184187434",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"185312239228276233189587",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"185312241218270242187578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"185312239218274242187398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"185312239218274238187632",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239222270184189425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
