"","219157102206155121201","221157102206155121198","219158102206157121198","219157102210155121198","219157106208155121198","219157102206143121198","219157104206155121195","223157102208155121198","221157102202165121154","219157102206155121204"
"185312239228274233189407",1,0,0,0,0,0,0,0,0,0
"185312239222274238187560",0,1,0,0,0,0,0,0,0,0
"185312239218274238189488",0,0,1,0,0,0,0,0,0,0
"187312239222276238189578",0,0,0,1,0,0,0,0,0,0
"185312239218276238189632",0,0,0,0,1,0,0,0,0,0
"185312239218274233189632",0,0,0,0,0,1,0,0,0,0
"185312239224276238189209",0,0,0,0,0,0,1,0,0,0
"187312239226274184189596",0,0,0,0,0,0,0,1,0,0
"185312239220278238191425",0,0,0,0,0,0,0,0,4,0
"185312239244276238187434",0,0,0,0,0,0,0,0,0,1
