"","221165102204155121150","219157102189161121150","219165102202146121150","219158102204155121150","219157102202152127150","219157102202152127143","221165102204157121150","219165102202157121150","219157102202155121154","221165102206146121154","221157102202146127150","221165102206146121150","219157102204157127150"
"163297229255305238187173",5,0,0,0,0,0,0,0,0,0,0,0,0
"185312239232270238187209",0,5,0,0,0,0,0,0,0,0,0,0,0
"153297239219317238187173",0,0,1,0,0,0,0,0,0,0,0,0,0
"153295229224322238185182",0,0,0,2,0,0,0,0,0,0,0,0,0
"185312239234270238187209",0,0,0,0,3,3,0,0,0,0,0,0,0
"165312239240276184187209",0,0,0,0,0,0,1,0,0,0,0,0,0
"163297229257305238187173",1,0,0,0,0,0,0,0,0,0,0,0,0
"153297239286328238185182",0,0,0,0,0,0,0,1,0,0,0,0,0
"163297229226297238187281",0,0,0,0,0,0,0,0,1,0,0,0,0
"153297229230287238187182",0,0,0,0,0,0,0,0,0,5,0,1,0
"153312239230287238185209",0,0,0,0,0,0,0,0,0,0,1,0,0
"163312239250274238187209",0,0,0,0,0,0,0,0,0,0,0,0,0
