"","221162101225141137147","283167101218138137140","227152101212138133147","227162101218138133157","219158101220141140147","233162101225141137147","240161101212138130123","233167101233138137147","221158101216143140147","254167101218138137140","252167101218138137140","237158101222138133147","240167101212138140123","233162102210143127140","231165101208138137147","235167101231138140130","248167101218138137140","219158101202141140147","227157101231138137147","237157102210143127140"
"177295239238313238187776",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177297239284307194187182",0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
"175295239201285194187191",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175295239238283238187182",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179295239238283238187182",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177295239238313238187767",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181295239238287238187182",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"179297239187315238187182",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"175295239284307182187182",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"179295239282309238187182",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"175295239284285194187191",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"177297239198285238187191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"185295239196309238185182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"175297239196307194185848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"175295239185307184187822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"175295239282285194187191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
