"","223158102210169121150","229162110206155121195","219158104204161121150","221165102204161121198","223165104202163121150","225157102206163127150","235167102202141121150","231165102201180121150","231167104199167121150","231162108206157121195","225157102210163121150","227155102204157121150","231165102202161121150","229165104199161121130"
"155312239234270184187209",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"163312239248270184187425",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"157312239242274238189362",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"163312239226270238187209",0,0,0,9,0,0,0,0,0,0,0,0,0,0
"163312239228270184187425",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"165312239222270184187461",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"163312239236276238187218",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"165312239226270184187209",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"157312239232262184187209",0,0,0,0,0,0,0,0,9,0,0,0,0,0
"173312239258270184191182",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"157312239236262238187488",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"165312239224270184189182",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"163312239236270184187209",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"167312239230270233187182",0,0,0,0,0,0,0,0,0,0,0,0,0,1
