"","221158102197155121204","219157102199157121198","225157102199161121150","225157102201161121150","221157102197146121198","227167102204152121195","233165102202167127150","231157102206155121150","219157104197152121179","225165102202159133150","219158102183143121198","231165102202165127150","221165104199157121150"
"165312239228270184187362",64,0,0,0,0,0,0,0,0,0,0,0,0
"163312239234274184189182",0,4,0,0,0,0,0,0,0,0,0,0,0
"157312239248270184187326",0,0,8,9,0,0,0,0,0,0,0,0,0
"157312239234262184187209",0,0,0,0,36,0,0,0,0,0,0,0,0
"163312239236270238187209",0,0,0,0,0,25,0,0,0,0,0,0,0
"163312239236272238187209",0,0,0,0,0,4,0,0,0,0,0,0,0
"165312239238262184187209",0,0,0,0,0,0,4,0,0,0,0,0,0
"167312239234270238187182",0,0,0,0,0,0,0,16,0,0,0,0,0
"167312239224270184187200",0,0,0,0,0,0,0,0,5,0,0,6,0
"163312239230270204187182",0,0,0,0,0,0,0,0,0,9,0,0,0
"165312239321270184187209",0,0,0,0,0,0,0,0,0,0,1,0,0
"163312239226270184187209",0,0,0,0,0,0,0,0,0,0,0,0,1
