"","221157102208155121189","219157102202155127150","221157102202143121136","219152102202155127150","203155102202157121150","221157102202146121136","231157102197161121150","225165104201155121150","219165102202150121150","219157102202146127150","219165102202152121150","227165102197155121150","219157102208155121189","225165102206155121154","201157102202159127150","233167102178159121150","227165102197159121150","221165102202155121150","225165102199148121150"
"185312239218274238187443",4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"185312241226278209189200",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239218274238187416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239242270238189596",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312241228278209189200",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185312239224270184191623",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187312239242270238189623",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"163312239240270233187200",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"185312241216274238187569",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"173312241230276238187632",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"187312241232276238189551",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"185312241218274238189641",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"165312239224270238189209",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"165312239222274184187209",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163312241218274184187209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"185312239250270238189434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"173312239218274184187614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"187312239218274238187425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"185312241226270184189632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
