"","233157102202157121195","217161101222138133154","223162102199143144160","235157102202159121195","217161101220138133154","223162102199143140160","223162102201143144160","227162102197138147157","219161101214141133163","227162101229148124143"
"193297239243291238189209",16,0,0,0,0,0,0,0,0,0
"161297239238299238187182",0,3,0,0,3,0,0,0,0,0
"163297239280437238185209",0,0,1,0,0,0,0,0,0,0
"181297239219326238185182",0,0,0,4,0,0,0,0,0,0
"163297239284429238185209",0,0,1,0,0,0,0,0,0,0
"163297239280429238185209",0,0,0,0,0,1,0,0,0,0
"163297239280470238185209",0,0,1,0,0,0,0,0,0,0
"163297239284397238185209",0,0,0,0,0,0,1,0,0,0
"193297239225291238185209",0,0,0,0,0,0,0,16,0,0
"163297239280474238185209",0,0,1,0,0,0,0,0,0,0
"193297239227291238185209",0,0,0,0,0,0,0,1,0,0
"181297239244326238185182",0,0,0,0,0,0,0,0,1,0
"179299239221315238185209",0,0,0,0,0,0,0,0,0,1
"163297239280464238185209",0,0,1,0,0,0,0,0,0,0
"163297239286370238185209",0,0,1,0,0,0,0,0,0,0
