"","242152102227138137147","219158101216138137160","24015099201143127157","24215099199146127157","227161101220141137157","242165101223138137147","242165102216141127160","231162106218143127157","244152102222138137147","229155101225138140157","231168102216138137160","240167102227138137147","242165102235138137147","223162101231138137163","242150101202143127157","223150101201143127157","227158101218150127157","229158101218138137157","229157101202138137147"
"177297239218283194187182",5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0
"175297239198315194187173",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177297239218287238187182",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181295239286299238187182",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177295239230295184187191",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177297239198317194185182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"175297239198307194187182",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"181295239194319194187182",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"177295239232295184187191",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"177295239194287194187182",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"175297239220287238187182",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"183297239218287194187191",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"179297239220287194187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"181295239196322184187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"177295239196295238187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"185297239234307184187191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"185295239194319184187182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
